Beer_ID,Beer_Name,Brewery_ID,ABV,IBU,Description,No_of_Ratings,Style,Overall_Rating
1094429,Pale Joe,549,5.3,50,Coffee Pale Ale,1,['Pale Ale - American'],3.766
31327,Lincoln Park Lager,26537,5.5,0,"Four score and seven years ago, during Goose Island’s first few years of operation, this Vienna-style lager was actually our best-selling brew. Now it makes its yearly return every February to commemorate Abe Lincoln’s birthday. Brewed with Caramel and Victory malts for a reddish color and smooth malty flavor.",1,"['Lager - Vienna', 'Amber']",3.353
1284003,Session Ipa,212155,4.7,0,,1,"['Ipa - Session', 'India Session Ale']",3.676
2353,Glühkriek,287,6,0,,1,['Fruit Beer'],3.359
1391187,Still of the Night,144561,5.2,0,An oatmeal stout with hints of roasted barley and cocoa.,1,['Stout - Oatmeal'],3.775
1335295,Bourbon Barrel Aged Old Rasputin XVIII,919,12.2,75,,2,['Stout - Russian Imperial'],4.273
1265992,Wee Peaty,34751,7.2,0,A scotch style ale brewed with a small amount of peated malt.,1,"['Scotch Ale', 'Wee Heavy']",3.568
1303116,Cherry Sour Devil,4156,10,70,"Issue #3 from our sour program features a kettle-soured version of our Dark Hollow (imperial stout) that has been aged for four months in barrels inoculated with lactobacillus and brettanomyces and the addition of sweet cherries. This method of double-souring layers the flavors and provides a half-controlled / half-wild experience. The sweet cherries have fermented out, leaving a delicate aroma and cherry flavor that meld with the deep malt and sour overtones.",1,['Sour Ale'],3.915
56604,Jucundus,2174,5.3,24,"Style: Honey Orange Wheat. A crisp, light and refreshing American wheat beer, made with Orange Blossom honey and real orange peel. Refreshing and session-worthy.",1,['Pale Wheat Ale - American'],3.478
207290,Las Vegas Craft Lager,116,5,0,,1,['Lager - Pale'],3.226
1260291,Autumn Ale,197137,5,23,,1,['M\xc3\xa4Rzen'],3.552
371869,ALBINO MONKEY WHITE ALE,65878,5,25,"Belgian-style White Ale with coriander, orange peels, lemon peels, white pepper, and Virginia wildflower honey.

Within the strangest existence, there is great depth of character. Such is indeed the case for the Albino MONKey. Ordained in the traditional order of Belgian wheat beers, Albino Monkey’s wheat malt backbone is shrouded only by its sublimely complex sweetness. Its motives in its offerings of spicy hops, coriander, orange peel and white pepper spices need not be understood to be appreciated. Simply follow its divine path. Your obedience will be rewarded.",1,['Witbier'],3.543
681584,Sally Monroe,2813,2.8,0,"Hazy amber, fluffy white head, good lacing. Hoppy aroma, peach, citrus, grass. Medium carbonated, rounded, light and juicy mouthfeel. Citrus hoppy flavor, orange, peach, mango. Short and dry finish.",1,['Gluten-Free'],3.051
720941,Hommeles Hopdonder,14006,6,0,,1,['Ipa - American'],3.438
428382,Naughty Sauce,6377,5.4,0,Golden Coffee Milk Stout,1,"['Stout - Milk', 'Sweet']",4.256
1385853,Back Burner (2016),4586,10.5,60,"Long ago, British farmhouse brewers made special ales using the first runnings of the mash. These beers, now called barley wine, are brewed in the tradition of days past. At Southern Tier this long awaited brew is placed on the back burner until the start of the new year. Back Burner Barley Wine is a celebration of things to come and things remembered. It's conceived in three small batches, using voluminous amounts of barley and hops. The process starts early in the morning and ends late into the night. We hope this rare brew reignites your spirit for another trip around the sun.",2,['Barleywine - American'],3.848
1436200,Marylan,68522,5.2,0,"Clocks in at 5% abv, and a super soft mouth feel. Aromatic notes of fleshy papaya, candy like melon, and citrusy key lime. Taste follows suit with a creamy finish.",1,['Blonde Ale'],4.261
1399428,Naughty Hepburn,217450,9.5,27,Belgian Tripel made with reiterated mash.,1,['Belgian Tripel'],0
4009,Oude Geuze,3562,6,0,"A true Geuze - A blend of 1, 2, and 3 year-old lambic unfiltered and unpasteurized, and aged in the bottle for at least a year after blending. Refermentation in the bottle give this Geuze its famous champagne-like spritziness. The lambic that goes into it is brewed only with 60% barley malt, 40% unmalted wheat, aged hops, and water, spontaneously fermented by wild yeasts, and matured in oak casks.",1,['Gueuze'],4.135
1273122,Vanilla Abduction,4012,10.5,0,,2,"['Stout - American Imperial', 'Double']",4.001
1176681,Coconut Crusher,6711,6.4,54,Toasted Coconut seasoned Dry Stout,3,['Stout - Other'],3.703
1218235,Red Raven,1958,6.5,0,"Red Raven is a fruity bock beer packet with Munich, Chocolate and Pilsner malts. Fermented with cherries it offers a strong, sweet flavour and rich aroma, revealing just a small hint of Ahtanum hops. ",1,['Bock'],2.908
1311722,Back To the Future,46351,7.2,0,"This is the first beer we brewed at our new Kungsten Brewery on the 21st of October 2015, which happens to be “Back to the Future Day”. Seems appropriate if you ask us.

Please note that the beer is 7,2%, not 6,0% as it says on the bottle label.",1,['Ipa - American'],3.557
850331,Saison Julie,230759,6,32,,1,"['Saison', 'Farmhouse Ale']",3.441
502219,Mole Temptress,11862,9.1,56,"The second release in the Seduction Series. Infused with various chiles including ancho, guajillo, chipotle, and pasilla, cinnamon, and 100% pure cacao.",1,"['Stout - Milk', 'Sweet']",4.029
593894,Monk's Lunch,39329,4.5,29,"While most savvy beer consumers have heard of Belgian Dubbels, Tripels and Quadruples, few have ever had a Belgian-style Enkel, meaning “Single”. This is an ale rarely, if ever, brewed on the West Coast, let alone America.

Typically, Monk’s Lunch is brewed only at Trappist Monasteries for the monks to enjoy with meals. They often drink only half a bottle with lunch and the rest with supper, despite the beer’s low alcohol content. This beer is modest in strength, robed in warm, golden hues and soft on the palate with a smooth, dry finish.",1,"['Blonde Ale - Belgian Blonde', 'Golden']",3.433
22858,India Pale Ale,2855,5.5,0,,1,['Ipa - English'],3.183
1450206,Look the Witch In the Eyes,2470,7,70,Engulf yourself in oceans of crimson! Look the Witch in the Eyes or you'll never know.,1,['Ipa - American'],4.074
47248,Carlsberg Sort Guld/Black Gold,344,5.5,0,,1,"['Lager - Dortmunder', 'Export']",2.836
10624,Black Butte XXII,441,11,0,,1,"['Porter - Imperial', 'Double']",4.198
1427053,Barrel Aged Dark Side Til I Die,86508,9.5,35,,1,"['Stout - American Imperial', 'Double']",4.412
10620,Cockeyed Cooper,1304,11.1,65,Uinta Crooked Line - Bourbon Barrel Aged,1,['Barleywine - American'],3.817
1118233,Tyger Tyger,136519,4.3,0,,1,['Pale Ale - English'],3.399
181033,Rye,1383,6.2,55,"This beautifully complex, boldly hopped, amber-colored IPA uses rye malt to give the beer a subtle spiciness. It’s bittered with Bravo and Nugget hops before heading to the hop back packed with whole flower Chinook. Finally, we bomb it with Centennial, Citra, Simcoe, and Columbus, creating a pungent ale with intense notes of citrus and pine.   

Available January through March.",1,"['Rye Beer', 'Rye Ipa']",3.598
1433049,Perlenbacher Premium Pils,125114,4.5,0,,1,['Pilsner - German'],2.659
8978,Oktoberfest,3125,6.5,20,An amber lager with rich malt flavor balanced by fragrant noble hops.,3,['M\xc3\xa4Rzen'],3.634
5856,Newcastle Brown Ale,1816,4.7,18,"Newcastle Brown Ale is a brand of beer produced by Heineken International. The beer was introduced in 1927 in Newcastle upon Tyne, England, by Newcastle Breweries, which became Scottish & Newcastle in 1960. In 2005, brewing was moved out of Newcastle for the first time to the other side of the River Tyne, to Dunston in Gateshead. In 2009, it was announced that production would move to Tadcaster North Yorkshire.",6,['Brown Ale - English'],3.405
1380598,Fresh Pot,190305,6.9,65,,1,['Stout - Other'],4.327
1317468,Barrel Aged Bergen County Bull Stout - Apple Brandy (2015),6723,9.1,0,Our Bergen County Bull Stout aged in Apple Brandy Barrels (RED WAX).,1,"['Stout - Imperial', 'Double']",3.268
222101,Ingria Pale Ale,38368,5.8,64,"Decent replica of American-style IPA. Hopped and dry-hopped with Simcoe. The name refers to Ingria, historically disputed area located along the southern shore of the Gulf of Finland.",1,['Ipa - American'],4.052
510008,I Sea Santa,3779,4.5,0,"A combination of six malts, Fuggles and Mosaic hops, and a blend of spices, black treacle and laverbread from the Welsh coast creates a beer dark chestnut in colour. It has aromas of mulled spice, orange and mango, and sweetness from the treacle that complements the warmth from the cloves, nutmeg, cinnamon, ginger and chilli.",1,['Winter Warmer'],3.282
1435740,Galaxy Pale Ale,161821,5.9,0,,1,['Pale Ale - American'],3.85
1189196,Small Batch Brew #25 Chinook Pale Ale,134,5.6,0,"A full bodied, big pale ale, brewed with Chinook hops with hints of peach and a dry crisp finish. We wanted to try a stronger version of our earlier Chinook Pale Ale, Brew #22.",1,['Pale Ale - American'],3.25
538899,Detour,3727,4.3,38,"In the spirit of scenic routes, back roads and uncharted waters, Muskoka Detour is a refreshingly adventurous beer for those who prefer to stray from the everyday. Dry-hopped and brewed as a sessionable IPA, it delivers a rewarding aroma and a taste less travelled.",1,"['Ipa - Session', 'India Session Ale']",3.656
19298,Pilsner,2765,5,26,"Featuring Motueka and Riwaka hops, this New Zealand Pilsner delivers and up-front fruity hit balanced with biscuity malts.",1,['Pilsner - Other'],3.6
1304971,Nissemor (2015),2206,6,0,,1,['Winter Warmer'],3.372
1304972,Strawbanero Wheat,148017,5.5,0,"Belgian style wheat ale brewed with habanero peppers, strawberries, and orange peels with natural strawberry flavor.",1,['Pale Wheat Ale - American'],2.819
289921,Sidamo Coffee Stout,16167,9.3,55,"Our quest to brew the quintessential coffee beer began over a cupping with the coffee gurus from Richmond’s Lamplighter Roasting Company. Their Ethiopia Sidamo coffee was masterfully roasted to highlight the single origin bean’s bright, crisp body and distinctive blueberry undertones, making it harmonize beautifully with our Russian Imperial Stout. May this beer warm your spirits in these brisk winter months.",1,['Stout - Russian Imperial'],3.981
7254,Red Oak Amber Lager,1048,5,19,German Style Amber Lager,1,"['Lager -  Vienna', 'Amber']",3.698
1100174,Odenwälder Hell,1017,5,0,,1,['Lager - Helles'],3.17
272525,Malarkey Hunter,1880,0,0,,1,['Blonde Ale'],3.341
1158502,Low Visibility Pale Ale,193269,4.8,0,,1,['Pale Ale - American'],3.795
34123,Amber Ale,1815,4.9,37,"Our Amber Ale is designed to start bright and lively from an abundance of Crystal Malts. We establish a strong contrast between front palate and back palate by adding generous amounts of Munich Malt, which provides a distinct toasty finish.",1,"['Red Ale - American Amber', 'Red']",3.229
1427608,Lil Red Ryeding Hood,45319,4.5,45,,1,"['Rye Beer', 'Rye Ipa']",3.701
968721,India Pale Ale Centennial Mosaic,3376,7.2,0,,1,['Ipa - American'],4.017
299340,Only Void,6226,11,0,"Our Lush Imperial Stout brewed with a plethora of specialty malts and oats. Fermented at cool temperatures for many moons. No morete, no more breath, no more hope, no more dawn. Only Void. ",2,"['Stout - American Imperial', 'Double']",4.086
1437540,Chilly DIPA,159991,8.2,103,"A true West Coast Double IPA, brewed right here in Chesapeake! A full-bodied beer, loaded with citrus hop flavor, with an 8.2% ABV",1,"['Ipa - Imperial', 'Double']",3.944
1289478,Same Same,23916,4,0,,1,"['Ipa - Session', 'India Session Ale']",3.211
20148,Pils,5631,4.8,0,,1,['Pilsner - Other'],2.936
1281112,St-Ambroise Stout Impériale Russe (Russian Imperial Stout) (2015),198,9.2,84,St-Ambroise Russian Imperial Stout is their tribute to the brawny ink-black beers crafted for the Russian Imperial House in the 18th century. ,2,['Stout - Russian Imperial'],4.061
1186150,Sonnet (2015),4586,8.5,0,Bottle conditioned. Brewed with lemongrass. ,1,"['Saison', 'Farmhouse Ale']",3.767
1360,Bavarian-Weissbier / Weisser Hirsch,659,5.2,0,,1,['Hefeweizen'],3.548
1321034,L'Appel Du Vide Pear,2507,3.6,0,,1,['Sour Ale'],3.815
24300,Bumbleberry Honey Blueberry Ale,2192,5.3,13,"Brewed with fresh harvested spring honey, stolen from some very angry bees (we have the welts to prove it) and infused with our own special painstakingly, handpicked blueberry essence. A light refreshing ale with a nice blueberry aroma, crackery malt flavors with a hint of sweetness and a light tart blueberry finish. ""Most Refreshing Beer in America"" 1st Place - Brewing News Global Warming Open",1,['Fruit Beer'],3.641
595322,Rodenbach Rosso,291,4,0,"In 2014, the RODENBACH brewing and fruit-growing masters whipped up a new creation:
RODENBACH ROSSO. It is brewed from two-year-old RODENBACH beer – aged in oak casks
– blended with young RODENBACH, following which the brew is partially macerated with
cranberries, raspberries and sour cherries, before the natural juices of these red berries
are added. RODENBACH ROSSO owes its fresh fruity flavour mainly to a carefully selected
blend of fruits and oaked beer. Brewer Rudi Ghequire describes the beer as follows: “This
mixed-fermentation fruit beer is fresh, fruity and very refreshing, with a slightly dry aftertaste,
the colour of a young Burgundy wine and a low alcohol content. This gives the beer a wealth
of refreshing properties.”",1,['Fruit Beer'],3.214
104402,Kolos,5463,7.5,0,"This ruby, top-fermenting beer is brewed with a blend of various malts. Coriander gives this strong beer its special character.",1,['Belgian Strong Pale Ale'],3.192
74974,Molten Lava,462,9,90,"Molten is the most aggressive IPA in our little family, yet it somehow manages a great balance… while still achieving full hop overdrive. This year’s offering is stronger than the last and features a more complex hop bill, with citrus notes dominating. Dry-hopped with enormous bagfuls of whole hop flowers, which provide added aroma and flavor without harsh bitterness. Watch out, this brew is deadly!
9.4% ABV, 90+ BU",1,"['Ipa - Imperial', 'Double']",3.851
1420408,Belgian Wit,12061,4,0,"A cloudy, pale gold Wit beer made using a combination of wheat malt, Maris Otter and oats, lightly hopped with English and Slovenian hops. Coriander seeds and orange peel are added in the late stages to give a spicy, floral easy-drinking beer",1,['Witbier'],3.443
653597,Agents Of Chaos,82784,10,24,"The memories of the Trappist special dark ales lingered on long after our trip to Belgium was over. This is our homage to those amazing beers. Dark to the point of blackness with a toasted brown head, this ale is full of decadent dark fruits and caramel with a hint of the high ABV hiding beneath it all. Great with roasted meats or as an after dinner drink in place of port. An experience in a glass that does not disappoint. Best served slightly warmer than you are used to, letting all of those flavors escape.",1,['Belgian Strong Dark Ale'],3.787
866486,King Porter Stomp,13805,7.4,35,"King Porter Stomp, or KPS as we like to call it in the brewhouse, is a medium bodied Baltic style chocolate porter coming in at 7.4% ABV. Originally brewed for the fall Cape May Jazzfest, KPS proved far too popular to be a one time brew so we decided to add it to our late fall/winter lineup. Rich and creamy, with an assertive chocolate presence thanks to natural chocolate flavoring, we use a blend of five different malts to make up the base of this Baltic, porter speak for Imperial, beast. Medium bodied with an intense aroma of chocolate milk, with a creamy consistency which complements the chocolate flavor rounding things out.  With the Jazzfest in mind while designing KPS, we aimed to make an adventurous brew pleasing to seasoned craft beer drinkers, yet inviting enough for the recently and yet to be converted beer drinker. Those cold nights while grooving to some smooth jazz just got a whole lot tastier.",1,['Porter - Baltic'],3.999
1432529,Cherry George,88856,0,0,,1,['Sour Ale'],4.056
28283,Augustijn Grand Cru,7778,9,0,,1,['Belgian Strong Pale Ale'],3.55
1517,Andechser Doppelbock Dunkel,5758,7.1,0,"This world famous bock from Bavaria’s Holy Mountain is not meant to be rushed, but savoured slowly. As solid as a rock, Andechser Doppelbock Dunkel presides over the evening meal with a colour reminiscent of dark copper with nuances of fiery red. Its clear gleaming look harmonises with its firm, fine pored head. 

Also the aroma delights the connoisseur: soft roasted accents and a nuance of dried fruit carrying a vein of caramel. This Doppelbock Dunkel from Bavaria’s Holy Mountain presents a pleasant effervescence. And then there’s the unmistakable flavour: mouthcoating and velvety, strong and yet pleasantly malty – a powerful, robust body. At the same time, it develops an easily recognisable sweetness, embraced in roasted cocoa and a light, bitter hoppiness. 

Concluding with a powerful punch, this Doppelbock departs with a lingering aftertaste of quality plain chocolate. A strong Doppelbock that embodies the centuries old Benedictine brewing tradition, sip by delicious sip.",1,['Doppelbock'],3.789
87340,Ayinger Leichte Bräu-Weisse,10915,3.2,0,"This beer is a relatively dark, yeast cloudy wheat beer that for its low original wort content, has an extraordinarily typical aromatic beer taste and is also rather full-bodied with the first taste. There is also an intensive top-fermented yeasty sensation in taste and smell – a real thirst-quenching alternative and a drink for calorie-conscious, alcohol-reduced enjoyment. Enthusiasts of the light Ayinger “Bräuweisse” wheat beer comment: “You think you are drinking a real wheat beer, the light Ayinger Bräuweisse has that real full wheat beer taste.”",1,"['Hefeweizen Light', 'Leicht']",3.597
20016,Voyager,10513,6,0,"As a producer of English Ales we like to keep our ear to the ground, and apparently there is a new fangled method of serving beer.  The ""Handpump"" has been in existence for a couple of years in the UK – but we decided to wait until they perfected the technology before rushing off on a whim and producing a beer for this method of serving.  Now, with the Brits having perfected the technology, we would like to introduce you to our first beer designed specifically for the handpump. 

Inspired by the boldly hoppy Ales of old that were exported from Britain to the furthest corners of her vast and glorious empire, Voyager I.P.A. is a rich satisfying Ale with an emphatic hop bite.",1,['Ipa - English'],3.566
1396186,Marshal Zhukov's Imperial Stout - Apple Brandy Barrel Aged W/ Madagascar Vanilla Beans,379,13.2,0,Marshal Zhukov's Imperial Stout aged in Laird's Apple Brandy barrels with Madagascar vanilla beans. Brewed on the small batch system exclusively for BeerZareGewd.,1,['Stout - Russian Imperial'],4.632
1307326,Saison,209190,5.75,0,We used traditional Belgian malts and a very special yeast. Expect an ester profile of grapefruit and orange zest with a balance of earthiness and spiciness,1,"['Saison', 'Farmhouse Ale']",3.727
340010,Hoptitude,545,8.5,95,"Hoptitude Imperial India Pale Ale is outrageously and elegantly bursting of Galena, Columbus, Cascade and Chinook hops.  Tempered with just a touch of malty sweetness to provide a backbone for its massive hop profile, Hoptitude has a bouquet of spice, citrus, and floral aromas finishing with a refreshing and clean attitude for all.",1,"['Ipa - Imperial', 'Double']",3.496
111040,Elf & Hoppiness,671,3.9,0,,1,['Winter Ale'],3.193
562137,Stooker's Ashlar,4059,4.7,0,A special brew for the Wetherspoons pubs in the locality of the Lymstone Brewery,1,['Dark Ale'],3.569
1234255,Little Brett,24,4.5,0,"A hazy, straw colored beer, using a pilsner 2-row malt blend. This beer was both brewed and dry hopped with 100% mosaic hops. Completely fermented with house brettanomyces. The finished beer has an aroma bursting with pineapple and notes of bread crust. Pineapple continues throughout the flavor with additional notes of fresh cut grass.  A mild tartness in the finish is nicely balanced  with a pleasant hop bitterness. ",2,['American Wild Ale'],3.5
1425151,Downstairs Mix-up,46912,7.9,100,"Fool, my Downstairs Mix-up is better than drinking Baileys from a shoe.  Listen here my fuzzy little man peach. This beer was brewed to celebrate our 3rd Birthday and is a mind-bending mix-up of our three core beers; the hops of Hard Deck, the malt of Whapping Wharf and the yeast and candi sugar from B4.  The result, fuzzy licker, is a Belgian style IPA with a malt base that would make the Queen Mother proud. I’m gunna hurt you. I like you. Do you like us? Make an assessment.",1,['Ipa - Belgian'],4.097
1123051,Samuel Adams Rebel Grapefruit IPA,157,6.3,52,"Brewed with real grapefruit for an added punch of citrusy goodness that amplifies the tropical fruit and citrus notes from the hops.  A hint of juiciness rounds out the bitterness and brings a refreshing finish to this bold, bright, thirst-quenching IPA.  ",2,['Ipa - American'],3.476
1333227,Wassail Cycle,2807,6,104,It's a barrel aged cider spiced 1/2 Cycle mix. It's a 70-30 split Cider more then 1/2 Cycle,1,['Cider'],3.304
1440663,Gose,3652,4.4,14,,1,['Gose'],3.504
90411,BVC IPA,5295,5.8,38,"BVC is brewed from the second runnings of the Doble. BVC stands for “Brewery Volunteer Corps”, as this 5.8% ABV west coast style Pale Ale is dedicated to our brewery volunteers. (On Draft in Taproom Only)",1,['Ipa - American'],3.456
1014330,Cremerick,174949,5,13,Irish cream ale,1,['Cream Ale'],3.251
1019585,Taste of Victory,9709,5.4,35,"Never brewed enough, this celebrates another New England Championship. This Amber ale is satisfyingly smooth thanks to oats, earthy hops & a touch of smoked malt.",1,"['Red Ale - American Amber', 'Red']",3.347
243045,Marks & Spencer County Carlow Irish Stout,342,4.5,0,"Dark, roasted, bittersweet with an intense coffee and chocolate finish. ",1,['Stout - Irish Dry'],3.371
301381,Citrus Mistress IPA,1613,6.5,80,"Munich malt, 4 different hops and grapefruit peel combine to create this IPA featuring a classic burnt orange color with a bouquet of citrus, peach and tropical fruits.",1,['Ipa - American'],3.812
140330,Femme Fatale Brett,3735,6,0,"To take up the challenge and make a 100% true Brett beer can very easily become a fatal attraction for the Brewmaster.  Once you get acquainted with Brett's irresistible, seductive, alluring and very charming nature, it will ensnare you and drive you to the point of obsession to create the desirable tangy, funky, tart flavor in ya mouth.",1,['Ipa - American'],3.763
93784,Watermelon Ale,18050,5,20,"A lighter, refreshing style of beer, just 4.8% ABV. A distinctive aroma, but just a faint taste so it is not too sweet. Add a few wedges of watermelon and a couple of cubes of ice to a salt rim glass on hotter days.",1,['Hefeweizen'],3.078
725975,Barra Daurada,139378,5,32,"Una rosseta sense complexos.
Fresca, seca i amarga.

Malts: German Pale Ale, Wheat, Carapils.
Hops: Challenger, Fuggles, Amarillo.
Dry Hopping: Amarillo",1,['Golden Ale'],3.226
191459,Silver Bottle,3398,5,0,"Fruity beer with rich taste made by packaging “Weizen”, the traditional beer in the South Germany made of over 50 % of wheat malt, without filtering beer yeast. Blue bottle with modern design brings out table coordinates.",1,['Hefeweizen'],3.47
316260,MacGlendor,34205,8.5,0,,1,['Stout - Russian Imperial'],3.833
31789,IPA,7619,6.5,60,"Formally ""Indian Lady""",1,['Ipa - American'],3.589
31845,Not Just Another Wit,2813,7.6,0,"Not just another wit bier. The style taken to another level. Strong and hoppy. The world’s first IPW?

Ingredients : Water, malt (pale and amber), unmalted wheat, flaked oats, hops (goldings, amarillo, saaz and cascade), spices (orange peel and coriander seeds) and yeast.",1,['Witbier'],3.755
768311,#2 Belgian IPA,34849,5.5,37,"A flavour fusion from two of the best known styles in the world.Balancing an IPA's malt & hop character with Belgian candi sugar flavour kick, and fermented with saison yeast, our Belgian IPA is out of this world",1,['Ipa - Belgian'],3.534
89431,Southwold Bitter,11,4.1,33,"Southwold Bitter is a beautiful copper-coloured beer, late and dry-hopped with Fuggles for a distinctive, lingering hoppiness.

Brewed with the finest East Anglian Pale Ale malt barley, sourced locally to the brewery. We use Fuggles hops which we add late in the boil to preserve the herbal flavours of this traditional English hop.

First brewed in 1967, it was originally called Adnams Best Bitter. It holds our oldest trademark, Southwold Jack, and remains the original hero in our range.

Southwold Bitter is as distinctive as ‘Southwold Jack’ (the knight with the sword) who appears on the pump clip and has done so through many incarnations. Many Adnams beer fans would agree with our Head Brewer that Adnams Bitter is a truly distinctive pint. We wouldn’t be overselling it to describe it as a classic.",2,['English Bitter'],3.237
61759,Mont des Cats,13395,7.6,0,"Brilliant amber beer. A ""half"" Trappist: brewed by the monks of Chimay for their fellow French Trappist monks of Scroumont. ",1,['Belgian Strong Dark Ale'],3.54
399683,CrAbbey Ale,1326,5.5,0,"Available only at Chickie's & Pete's in the Philadelphia area, this beer is a solid golden ale with a hint of crab spices. ",1,"['Blonde Ale - Belgian Blonde', 'Golden']",3.388
7480,Older Viscosity,1009,12,76,"This is definitely not your dad’s 30 weight!

An enormously rich but satisfying beer, Older Viscosity is 100% straight no chaser barrel-aged Old Viscosity — the beer we blend in the production of Old Viscosity.

The color is black like asphalt and the aroma is an uncompromising malty nose with dark caramel and chocolate overtones.

The barrel aging provides hints of vanilla and American oak. The flavor begins with a coating of rich malts and dark chocolate and finishes in a dry bitter-sweetness balanced by the firm bitterness of roasted dark malts.

Body – Medium High
Hops – German Magnum

Original Gravity – 1.090
ABV – 12.0% ",1,"['Stout - American Imperial', 'Double']",4.287
89434,Storm & Averij,3367,10.2,41,"Translates as ""Storm and damage (on ships)"".",1,['Ipa - Belgian'],3.622
7482,Menabrea 1846,1955,4.8,0,,1,['Lager - Pale'],3.089
61078,Marks & Spencer Sussex Golden Ale,5282,3.8,0,,1,['Golden Ale'],3.029
1453448,DrainBread 1st Anniversary Ale,185850,6.4,72,"Canadian Light Munich Malt, Flaked Wheat
Mount Hood hops
House English Ale yeast
Bready, toasty and sweet bock like malt character with some soft wheat. Fruity and grassy hop character is ample. An ale of substantial character that defies categorization. 
Dark amber in appearance.",1,['Other'],3.875
1343239,Double Pacific-Style Ale,4939,8.4,50,"Collaboration with Thunder Road Brewing. Double Pacific-Style Ale.

a strong Australian-style ale.  Pacific ale is an emerging style that uses fruiter hops grown in Australia and New Zealand, for this US brew the team used Aussie galaxy hops and a combination of malts for smooth, tropical notes.
",1,['Pale Ale - Australian'],3.75
1112897,Cassidy,1735,6.5,0,Sauternes Barrel Aged Farmhouse with Brettanomyces and Spring Flowers.,1,"['Saison', 'Farmhouse Ale']",4.127
174792,ultrahighfrequency,30200,7.5,65,"Ruby colored American Red Ale with a rich, toasted caramel malt profile, medium body and bright citrus, melon hop notes.",1,"['Red Ale - Imperial', 'Double']",3.747
1162098,Shipyard American IPA,1517,5,0,"Enjoy this classic, refreshing American style 
IPA bursting with grapefruity citrus flavour.

Combining finest malted barley with a whole bunch of audacious American hops. This refreshing, and gutsy American IPA is dry, refreshing and explodes with grapefruity citrus flavour.",1,['Ipa - American'],3.53
1343238,Seven Summits,4939,10.5,20,"Collaboration with Wicked Weed

an Imperial Stout brewed with ingredients inspired by the world’s famed Seven Summits.  This complex brew includes Coconut (South America’s Aconcagua summit), Cocoa (Africa’s Kilimanjaro summit), Blue-green Algae (Antartica’s Vinson summit), American Oak (North America’s Denali summit), Pink Himalayan Sea Salt (Asia’s Everest summit), Black Rye Bread (Europe’s Elbrus summit) and Wattle seeds (Australia’s Mt. Kosciuszko summit.)
",2,"['Stout - Imperial', 'Double']",3.957
574718,Starburst Wheat,3582,5.1,25,Light bodied wheat ale with a large amount of tropical and citrus hops.,1,['Witbier'],3.313
1006697,Dat Biere,2597,0,0,,1,['Bi\xc3\xa8Re De Garde'],3.519
55904,James Squire One Fifty Lashes Pale Ale,820,4.2,0,,1,['Pale Ale - Australian'],3.379
474168,Amuse Bouche,41559,5.6,0,"Think of throwing ripe fruit against a dry stone wall on a hot summer’s day and deeply inhaling.

It’s zesty and pithy, with grapefruit and orange peel and a wraparound fullness. A grapefruit zing in the glass, some acidity and a farmyard earthiness. 

The Amuse has been aged in wonderful Burgundy Chardonnay barrels, the acidity of the beer not disimilar to that of the wine that was previously aged in them. ",1,['Sour Ale'],3.918
506471,Commander Bona Fide Barleywine (2013),787,12.5,0,"Named after the Commander grain elevator in downtown Stillwater, our English-Style Barleywine is aged in bourbon barrels and features heavy amounts of malts and subtle, sweet Cardamom. Bourbon, oak, vanilla, citrus and a sweet spiciness provide flavor notes to the 12.5% warming alcohol. Enjoy the day after Thanksgiving, at family gatherings, or anytime you’re looking to make a great first impression. Enjoy with a fine cigar or with turkey, stuffing, nuts, dried fruits and aged cheese. Ranked in the Top 15 English Barleywines in the world on Beer Advocate.",1,['Barleywine - English'],4
875802,Home Alone,44115,6,0,Starring Eric Maccalski,1,['Ipa - American'],3.882
529396,Glacier Pale Ale,26537,5,0,,1,['Pale Ale - American'],3.53
171160,Sloth (The Sinner Series),1950,6,72,"We're hardworking people here at Amager Bryghus. Only once in a while are we lazy bastards. We have to admit we were lazy when we designed this beer. One malt, one hop & our house yeast. Take a stroll, sit & relax on a park bench & be lazy with us. We promise you won't regret it",1,['Pale Ale - American'],3.673
17546,Valeir Extra,4749,6.5,0,"In de tijd van de Engelse kolonies exporteerden de Engelsen bier naar Indië. Om het bier langer te bewaren, brouwde men extra gehopte bieren (hop is een natuurlijke bewaring en geeft ook bitterheid aan het bier).",1,['Ipa - Belgian'],3.527
21927,Monk's Café Flemish Sour Ale,7778,5.5,0,"That's right, our own private label brewed for us by the family-owned Van Steenberge brewery, just outside Ghent, Belgium. Medium body, red color, somewhat fruity nose, malt flavor with a slight lactic taste. Great Stuff! A real thirst quencher and palate cleanser.
",2,['Sour Ale'],3.832
208586,Lil' B,3735,11.5,35,"Shall one compare thee to a fair beer,
Not even this perfect porter before thou will do thee justice.
Thou art more complex, brave and cunning.
Thou have changed more than a brew will ever.
Thou may be lil’, but thy mind is greater than words can speak and beer will ever taste.

Brewed at Westbrook Brewing Co. SC, USA.",1,"['Porter - Imperial', 'Double']",3.999
1006683,Spiced Pear Shandy,708,4,2,,1,['Radler'],3.199
