UID,User_Name,Location,Number of Ratings,Mean Rating
924595,Nkenny78,Oaktown,0,nan
21013,redwedge,Rovaniemi,0,nan
704570,,London,50,3.5600000000000001
1131793,,"St. Louis, MO",50,3.4550000000000001
287501,JHII,Tampa,0,nan
1569088,JamesonGirl,Sofie's Pour House,0,nan
1504749,,"Yekaterinburg, Sverdlovskaya Oblast', Russia",50,3.2599999999999998
2050379,LeonardFournette,LSU,0,nan
361466,sheilaannette,"Prairie Village, KS",0,nan
582376,,Mt. Airy,50,3.8700000000000001
2493939,Rroulette77,Charleston SC,0,nan
1665330,DoctheDrunk,"Columbus,  OH",0,nan
2569997,,Stoke-on-Trent,50,4.1950000000000003
45970,,"Plantation, Fl",50,4.7949999999999999
119778,michaelnterpstra,"Crete, IL",0,nan
463368,Dweber77,"Raleigh, NC",0,nan
862338,,"Nashville, TN",49,3.6734693877551021
298268,snowdons_secret,Leeds,0,nan
180637,Msshafer,Las Vegas,0,nan
1183397,Awesomejesse,Seattle,0,nan
141540,zeekmczibbles,"Atlanta, GA",0,nan
1148449,salt_whisky,NYC,0,nan
407866,jennye15,Plymptonia,0,nan
1147761,gattaccio5,Pesaro,0,nan
84548,cdrik,Mons,0,nan
68653,BeerNoggin,Bronxville,0,nan
21953,Drew,Chattanooga,0,nan
2939788,choriman,xixon,0,nan
1552286,Footballtennishockeygolf,North Jersey,0,nan
788953,JBreslin,Philadelphia,0,nan
538738,TroxerX,Blue Dog Pub,0,nan
1543700,Blurrymurray,NEK,0,nan
3097496,Wildpoodle,The Winchester,0,nan
93324,hoover,Taunton,0,nan
2944973,nmoe,Minneapolis,0,nan
696851,cyberlaban,Leirsund,0,nan
1301518,SimonJansson,VilleValla Pub,0,nan
73861,spycow,Chicago,0,nan
657082,Beezybeer13,"Bay Point, Ca",0,nan
2339431,Ldunn25,"Newton, MA",0,nan
690144,hobobrewz,RV-yAy ,0,nan
2146975,magohl,Sweden,0,nan
2496056,Arnhop,Paris ,0,nan
181428,HevvyMetalHippie,"Brookline, MA",0,nan
211407,BMaki,"Centennial, CO",0,nan
3096151,DrDrinkypants,Tacoma WA,0,nan
970082,utjono,"Austin, TX",0,nan
1168887,marcperkins,Birmingham,0,nan
1422344,ibbilly,"Zebulon, NC",0,nan
704143,miho,tokyo,0,nan
195701,ThunderAyres,Melbourne ,0,nan
2943866,carlmfern,northumberland ,0,nan
2218068,the_fistfighter,Beertown,0,nan
894846,Morgentaake,Asker Norge,0,nan
1467212,Chadrob89,Tampa Bay,0,nan
1453278,donwb,NJ,0,nan
1444121,jhevel,The Great Northwest,0,nan
1849857,beitski,Midsund,0,nan
2003720,BartVanDenBoer,Gilze,0,nan
125339,ajgorby,Chicago,0,nan
300401,stezeh,27617,0,nan
1889747,kurtchristensen1,"Auckland, New Zealand",0,nan
45990,Jaynez,"Dallas, TX ",0,nan
355849,jeffmerch,Chicago,0,nan
1032640,TomCalendo,Calendo's Man Cave,0,nan
1000958,shooterairbob,homer the house,0,nan
181449,bengwade,"Des Moines, IA",0,nan
412171,n8withan8,"Carmel, IN",0,nan
981534,ZmanFury,NJ,0,nan
688129,gburg1863,California,0,nan
33143,oldraspy,"Raleigh, NC",0,nan
383004,Miked57,Parts Unknown,0,nan
1673310,mwaldsch,Iowa City,0,nan
1448659,matt31,"Southington, Ct",0,nan
213430,TheConserver,"Southbridge, MA",0,nan
1735947,mjhendryx,MA,0,nan
1721619,Darthkav,"Wexford, Ireland",0,nan
3145504,MrMFrammo84,Beverley,0,nan
1978776,laura_putnam,Oaktown,0,nan
2903325,Misssster_Raymond,"Columbus, OH",0,nan
1322801,PJL,Putney,0,nan
802777,Stumptownrider,Portland,0,nan
2527508,rocket70,"Tamworth,Staffs",0,nan
802771,alebbax,Östersund,0,nan
2442308,Allisonkj,"Akron,  OH",0,nan
476028,Marksav85,Casa Saville,0,nan
923098,Beergeekbeard,"Nottingham, England",0,nan
740167,tMoney721,Michigan,0,nan
199531,ericksne,"Johnston, IA",0,nan
603482,Anders65,Malmö Sweden,0,nan
1521084,VP9,"Philadelphia, Pennsylvania",0,nan
897905,BPetruk,Edmonton,0,nan
327694,Bobbycasellante,"Legnano, Milano",0,nan
109821,maddprofessor,Tallahassee,0,nan
195208,tdav07,Mechanicsburg PA,0,nan
2051197,Kashyyyj,"Poznan, Poland",0,nan
1145713,Paalb,"Kongsberg, Norway",0,nan
154677,Hoobs,Wallasey,0,nan
154676,ssharp,"middlesboro, ky",0,nan
1849186,tcherveja,"São Paulo, Brazil",0,nan
832975,h31des,"Lviv, Ukraine",0,nan
1772938,Lowen3rau,Edmonton,0,nan
1115181,Pete2boogie,Stotfold,0,nan
18862,sactout,"Asheville,NC",0,nan
1761489,CatMat,CT,0,nan
320498,dtanders,"Minneapolis, MN",0,nan
1147577,davedickson,canada,0,nan
136545,Palola,Puerto Rico,0,nan
1500186,BasilRathbone,"Weiden, Germany",0,nan
2066560,gamerholic,Ohio,0,nan
2352575,46andBrew,MA,0,nan
864784,lebow3,Chapel Hill,0,nan
74933,vay_ix,Dover,0,nan
1045040,lahed75,"Kennesaw, GA",0,nan
1894582,Ldubb1,Lake Mary,0,nan
314965,OzAndyP,Brisbane,0,nan
2173911,dsloyan,Chicago,0,nan
224175,Sufludi,"Schlieren, Switzerland",0,nan
858480,gundesvan,SPb,0,nan
391859,Benjameeno,NJ,0,nan
369610,Brewchoice,"Winston Salem, NC",0,nan
315921,BigDaveLB,"Long Beach, CA",0,nan
303839,Natedogg22,Murrysville Pa,0,nan
2336259,duffcase,Stavanger,0,nan
187055,cggipa,Albuquerque,0,nan
140324,billserpe,New York,0,nan
428255,Buffalove,"Cheektowaga, NY",0,nan
2943134,SimonWright,Dubai,0,nan
2513801,abbywarner,Philadelphia,0,nan
699183,GerritBBok,huize bernardus,0,nan
993815,Pazzamore,Sheffield,0,nan
2977363,GameBoy86,Virginia,0,nan
2761984,Nonicx,Chicago,0,nan
1672917,HaarlemBeerMuppet,Liverpool,0,nan
2760855,Rosment,Colchester,0,nan
1020732,CATMCOP,"MO, USA",0,nan
1082738,beer_baron_lincoln,Lincoln,0,nan
445472,danstout,Chicago,0,nan
1285276,bart_p,Wijchen,0,nan
186690,kbattas,St. Louis,0,nan
691708,aguidas,PA,0,nan
1510581,mikejny,"Rochester, NY",0,nan
194958,AdrianoBozo,Natal/RN,0,nan
166087,Betzenc,Luxembourg,0,nan
95296,lubiere,ottawa,0,nan
1182908,Peuf,Nantes,0,nan
381529,StoutCrazy,"Birmingham, Al",0,nan
3097537,StaceyMac78,CT,0,nan
1966321,nikivz,"Austin, Texas",0,nan
2947248,blackdynamight,Georgia,0,nan
50240,simpleman04,Chicago,0,nan
981822,vpaperiello,Chicagoland,0,nan
988626,DogFishThis,"Boise, ID",0,nan
1881046,COLTER_KOCH,"Peru, NY",0,nan
1587753,jarredscott,Washington DC,0,nan
501809,TheGreatHunsberger,michigan,0,nan
182537,TomMcCoyJr,Binghamton,0,nan
114973,Maschusch,Sweden,0,nan
173199,bencapone,Home,0,nan
1619081,TheRealAleMan,UK,0,nan
951602,AerinA,Canada ,0,nan
1355793,Crei6htonSM,"Brooklyn, NY",0,nan
61753,Greedoe,Carshalton ,0,nan
711120,Idlebantam,Idle Bradford,0,nan
998060,TheFever,Perth,0,nan
698,pdxmac,"Portland, OR",0,nan
465405,gphelps66,"Raleigh, NC",0,nan
1827554,jasuryanata,Arizona,0,nan
1036821,HurricaneHal,Hårstad Stout Sentral (mellomlager) ,0,nan
2953951,THECRAFTYCRAIG,Loughborough,0,nan
298154,legalmexican,San Antonio,0,nan
1454076,anneclairebrewery,"Austin, TX",0,nan
849268,Mandamnyc,"New York, NY",0,nan
183863,AleselAReggie,Glasgow,0,nan
832379,sdpossum,South Dakota,0,nan
1206268,BettanS,Stockholm,0,nan
244278,mark.niciu,"Washington, DC",0,nan
2118213,boebion,"Chambéry, France",0,nan
1115336,kaleighpie,Manchester,0,nan
351932,carz,"st. thomas, ontario",0,nan
1435045,EvanMutch,"Columbus, OH",0,nan
1715628,beckyp606,"Akron, oh",0,nan
372803,JPHahn,"The Woodlands, TX",0,nan
1112602,seanbolans,Bel Air,0,nan
1159360,tbavery,"Sudbury, ON",0,nan
1696991,ruipelo,Jyväskylä,0,nan
887057,TimHickford,uk,0,nan
2092268,gkohler1,amsterdam,0,nan
392942,jcstroh,"Malmö, Sweden",0,nan
56637,brewlover76,"Spring, TX",0,nan
303898,joaopkg,Rio de Janeiro,0,nan
3099295,mrpopyura,London,0,nan
480977,jactiggy,"hawthorn, vic",0,nan
726178,TheRealCoryEvans,Highway To The Dangerzone,0,nan
1402701,Mellon,@Spjutgränd ,0,nan
740745,42mouse,California,0,nan
2233917,kylo,Victoria,0,nan
240336,jeroenvanwissen,Tiel,0,nan
510324,Cdmcgrady,"Myrtle Beach, SC",0,nan
616538,JohnMcQuade,"Altoona, PA",0,nan
2044418,Ookthelibrarian,Denver,0,nan
12548,johnmc211,"Moore, OK",0,nan
325079,maelos,"Fenton, IA",0,nan
647820,Mikeyswede,Malmö,0,nan
2104151,SaulMcIntyre,Sheffield,0,nan
1072339,Stevelexicon,London,0,nan
1637024,kwibeck,Lindome,0,nan
227310,mrsteeb,Madison NJ,0,nan
2427804,Ryan4120,North Carolina,0,nan
1918441,Dac65pitt,Sydney,0,nan
1819599,NannoTajra,Brazil,0,nan
17041,d6a4s5,"Philadelphia, PA",0,nan
1730488,Paddfar,Jönköping,0,nan
1757204,Infoxycated,"Elizabethtown, PA",0,nan
1595911,limedaring,"San Jose, CA",0,nan
169680,orlin03,philly,0,nan
25152,gtc1077,"Champaign, Illinois",0,nan
2686744,bennison,Hagestad,0,nan
1229691,dave19r79,New place Brews!,0,nan
248882,Gerline,Amsterdam,0,nan
1125945,irish0007,Yorkville IL ,0,nan
2203447,rastamani,cambrils,0,nan
2482291,OtecTyk,Moscow,0,nan
2563684,NigelHartley,Ambleside,0,nan
2085274,postai,"Brasília, Brazil",0,nan
2258475,Dimanche1994,Nederland,0,nan
2833296,LauraAimi,"Bury, England",0,nan
1830374,Neighbordaddyrog,Hamiltucky,0,nan
1101936,PowPowPirateVT,Blacksburg ,0,nan
839390,Moose2427,Biggin HIll,0,nan
566974,Savojni,N. Seattle,0,nan
1199414,verveota,"Osaka, Japan",0,nan
1165518,mherdeen,Oakhurst,0,nan
815513,RobNeering,Alphen aan den Rijn,0,nan
3126678,moerte,Sörberge,0,nan
165323,Johnny_Woodchuck,"Antioch, IL",0,nan
817176,KLSsandman,Bradford,0,nan
1666815,Allerek,"Alabama,USA",0,nan
2797264,Alkoholist,Finland,0,nan
2645290,brewmaster_stewart,Tucson Arizona,0,nan
904087,Zanity,Drøbak,0,nan
137013,dowlo,sydney,0,nan
3031334,Hidefbeer,NM,0,nan
921589,Limpan13,Nybro,0,nan
30499,delboywilson,Newtown,0,nan
366296,Mollel17,Shipwreck Lounge,0,nan
2216077,Luisbranco,tomar,0,nan
906017,Thes,Funny farm,0,nan
250970,Mcsteezy,Chicago,0,nan
2647030,waraco,kawasaki Japan ,0,nan
18951,rococola,"Austin, TX",0,nan
134937,Praxus909,"Spokane, WA",0,nan
1047471,zebrafucker,Enschede,0,nan
114046,tonysizzle,"Commack, NY",0,nan
1809419,dagfinnra,kopervik ,0,nan
2861836,csarias,Indianapolis,0,nan
801329,casey__32,"Phoenix,AZ",0,nan
1225451,Jefflhoward,"Wylie, tx",0,nan
3039199,Timtyke,Redhill,0,nan
81868,Pats-Pwr,"Hellertown, PA",0,nan
1747298,Blosey,The honey brown wagon,0,nan
925432,Peentje,Alkmaar,0,nan
1870535,brojomar44,"College Station, TX",0,nan
717750,Zedalis,Casa de Zedalis,0,nan
232168,robert.fors.796,"Richmond, VA",0,nan
232163,Janne.M,Luleå,0,nan
765241,Jakobi,Jake's Driveway Brewery,0,nan
485481,Lumber21,Smokehouse Brewing,0,nan
123644,pacotechguy,Merrillville in,0,nan
1769281,Repletch,Saint Paul,0,nan
2173215,brabine,Seattle ,0,nan
353665,Ghandi,DC,0,nan
651416,ABVSC,130 North Main Street Anderson sc,0,nan
37569,codyhuf,"Denver, CO",0,nan
1377119,Iuboy97,"Bentonville, Arkansas",0,nan
83245,SWF,Florida,0,nan
627893,Ljoleary,"Aurora, IL",0,nan
140355,chrisnotwell,London,0,nan
362061,Nyentsch,The Couch,0,nan
511097,MJ_Colomb,"Palace de Colomb, Elizabethtown, Kentucky",0,nan
156616,maniac3012,Ohio,0,nan
3101994,henryoz,Bristol,0,nan
854239,thecravenone,"Houston, Texas",0,nan
471476,Airunz,St Petersburg,0,nan
1629140,gdiarbekirian,"Boston, MA ",0,nan
1435926,Trude74,Røkeberg,0,nan
481574,syl2k,Pearland,0,nan
2871435,Secondgen,Western MA,0,nan
1987387,arhymh,BKK,0,nan
988457,Stouttyme,Stout Haven,0,nan
330475,JonathonNunes,"Henderson, NV",0,nan
988453,hedges,London,0,nan
860914,Karpiebrew,Buffalo ,0,nan
326295,Lavoie,New Hampshire ,0,nan
1617394,Masmano,Stockholm/Kvikkjokk Sweden,0,nan
890672,yoshodejurai,Morgantown,0,nan
204283,slathyd,"Acton, MA",0,nan
2088409,scaba,New York,0,nan
3040307,Meol,Uppsala,0,nan
2138548,Kyladanae,"Franklin, Indiana",0,nan
293671,nohaysihay,Vitoria_Gasteiz,0,nan
577217,dpetruzzi,Indiana,0,nan
2483112,dirtydavey,Göteborg,0,nan
504917,Chimmer,"Londerzeel, Belgium",0,nan
370739,Garygohard,Detroit,0,nan
1815740,alastairk,Richmond BC,0,nan
189445,Broke-Nose-Jimmy,south jersey,0,nan
60080,jlee23,Chicago ,0,nan
1536527,Simonize,Ft. Lauderdale,0,nan
738825,sammy_j,Michigan,0,nan
156015,edm2hb,"New York, NY",0,nan
734098,Imbiber37407,"Brooklyn, NY",0,nan
1090863,berg25,"Sioux Falls, South Dakota",0,nan
2301932,Amp03131,Vermont,0,nan
1361608,JonWayne,Breck,0,nan
107377,kallimalli,"Gressvik, Norway",0,nan
2165633,lhbechelli,"Ribeirão Preto, São Paulo, Brazil",0,nan
2116031,Phil_e_dogg,New York ,0,nan
1576341,TJake,Amherst,0,nan
76130,kanakirk,"Spokane, WA",0,nan
527309,elevenblade,"The Container, La Jolla, California, USA",0,nan
146469,petters,"Malmö, Sweden",0,nan
669010,Nylander,Stockholm,0,nan
939241,TC_Marley,"Arlington,  TX",0,nan
3042488,GarthC,SE Londom,0,nan
2513901,espenabs,Grandfiærå Trailer Park,0,nan
3048683,KidKaiju,"Austin, TX",0,nan
302920,xNC,"Morrison/Red Rocks, Colorado",0,nan
133033,SalukiAlum,Ft.Collins,0,nan
1487824,straightright51,manchester,0,nan
1487822,MikeLotito,"Clayton, NC",0,nan
2635876,JamesStreet,"Duson, La",0,nan
176286,340todd,J Dizzles,0,nan
904434,cdumont212,San Francisco,0,nan
1977680,imbibing,Chicago ,0,nan
2869062,Ruudvanrijsdam,Amsterdam,0,nan
1151224,MSInc,Hertfordshire,0,nan
777173,NamTaf,Brisvegas,0,nan
1931866,theventurafamily,"Fort Wayne, IN",0,nan
2916007,Spindelphia,"Lambertville, NJ",0,nan
103471,VegardD,Dimna,0,nan
147720,kurthenry,philadelphia,0,nan
1882248,Crrnsnow,"Snohomish, WA",0,nan
153193,JuanPablo,Casa de Pablo,0,nan
533939,,"Chapel Hill, NC",50,3.3599999999999999
1793838,mnvincentz,"Richmond, Virginia",0,nan
1442621,DinaCS,Tampa,0,nan
1631142,HumleFest,Rælingen,0,nan
610310,fspam,Woodbridge ,0,nan
582868,rfl1701,"Warwick, RI",0,nan
1756483,Jsartori,Munich,0,nan
582861,MrCasper,Leeds,0,nan
34548,Chesterton,Majadahonda,0,nan
1439259,MisterAndyJ,Carshalton,0,nan
508500,phkrol,tilburg,0,nan
13619,kansaiclikker,"Now:  Kansai, Japan; Before:  Florida",0,nan
126538,maximus760,california,0,nan
180665,Krille,Stockholm,0,nan
1269178,dcisco44,"Boston, MA",0,nan
1974496,davemarshall20,Pittsburgh,0,nan
232080,ml-,Oslo,0,nan
1815079,Smellmyface28,RVA,0,nan
570104,Slask73,På Jæderen,0,nan
1971800,aolcot,Newport Pagnell,0,nan
2139043,Muho,"Södertälje, Sweden",0,nan
2806722,Hansdus,"Vlaardingen, Holland",0,nan
108952,RHellgren,Avesta,0,nan
329377,Cameronkc,"Portland, OR",0,nan
1973561,zinovievilia,"Moscow, Russia",0,nan
1072888,,RVA,45,3.4166666666666665
2859294,Philminshall,Oldham,0,nan
9002,twootten,atlanta,0,nan
1547882,michaelinos,Kaatsheuvel,0,nan
1278968,AmbDan,London,0,nan
155767,Unagi,"Walnut Creek, CA",0,nan
454396,DrWormBoy,Sydney ,0,nan
1051168,Begeyk,"Baltimore, MD",0,nan
366613,Ezbakeoven1,South Florida,0,nan
51719,Jamietown,Chicago,0,nan
42520,earth2laura,Reno,0,nan
2574328,lasfri35,kløfta,0,nan
487162,RedDon393,"Pittsburgh,PA",0,nan
138344,suz321,"Farmingdale, NY",0,nan
2838912,MaltyMulls,Winchester,0,nan
11375,jawstone,"Middletown, PA",0,nan
137412,Tdog,Columbus,0,nan
2168070,Daphne1992,Visser Residence,0,nan
209147,gabea,"New York, NY",0,nan
2520754,Janandbeer,Copenhagen,0,nan
784966,stosto52,"EHT,NJ",0,nan
901172,scclar,"Lexington, KY",0,nan
146445,DeamonDavid,Oslo,0,nan
2172893,DavidKosa509,"Downingtown, PA",0,nan
2465226,MaikelvdBovenkamp,Kepèl ,0,nan
2370195,jhulla,"Bemidj, MN",0,nan
2757018,HansFBI,Diemen,0,nan
1457914,Mojje,Vårgårda,0,nan
989335,KieranStewart,"Stewart Home, Westfield, NJ",0,nan
975825,ladylak,AZ ,0,nan
43370,bigmaceater,West Midlands,0,nan
152991,mwojcik,"Rochester, MN",0,nan
639910,RedSoxNation,717,0,nan
558113,DMegens,helvoirt ,0,nan
1536513,thebeerdedlaydee,Pittsburgh,0,nan
574127,Flickster4,Cali,0,nan
904977,brunning,"Madison, WI",0,nan
793047,BDunn87,Cambridge,0,nan
93996,bonemuse11,Illinois,0,nan
149036,hipsterenough,Dayton,0,nan
27600,niudago,Palatine,0,nan
22598,cyberhap,"Lancaster, PA",0,nan
430811,aiabx,Toronto,0,nan
330140,Edison_Sanfelice,Blumenau; Brazil,0,nan
2038979,Gapper,Allegan,0,nan
190601,aflies,"Phoenix, AZ",0,nan
567522,bjjman99,"Walton, KY",0,nan
5517,golby,Chicago ,0,nan
1353395,steiny74,2912 Clearwater Avenue ,0,nan
1973724,Spoons75,Croydon,0,nan
813682,cauebp,Curitiba,0,nan
1773350,littleredraven,"Mill Creek, Washington",0,nan
2631447,Cjburner,Pittsburgh ,0,nan
1537980,amosla,Indianapolis,0,nan
1346921,thebird,Boston,0,nan
1724815,Gavrisimo,"Belgrade, Serbia",0,nan
972559,Mlinzalone,Lodi,0,nan
1785000,steenhansen,København,0,nan
1292362,ggccot,Cumbria,0,nan
267830,Saucy_Bitch,North Aurora,0,nan
935362,Dude1984,"Hebron, Oh",0,nan
1240592,aalexander4,"Charlotte, NC",0,nan
1013783,badluckbrian,"Sussex, WI",0,nan
955221,JrndGrf,Kasteel de Zaan,0,nan
510900,melissalwalker,"utica, ny",0,nan
2817614,Kocsmablog,Budapest,0,nan
2270752,Loopy_Nat,Nottingham,0,nan
1303022,CrazyCaz,"Plymouth, UK",0,nan
1392260,drdaanger,"Madison, WI",0,nan
1266233,devilman6661313,nj,0,nan
1166825,JeremyLittle,Oklahoma,0,nan
2987700,iDolph,The Black Country,0,nan
1739703,Bidzy,Langley,0,nan
107407,HLOhNo,"Lawrence, KS",0,nan
52772,Mbarno,NWI,0,nan
1027468,vhmf1978,São Paulo ,0,nan
108382,wisconsuds,Milwaukee,0,nan
401240,Lenaol,Norway,0,nan
356855,Srichter42,"Oberlin, Ohio",0,nan
1202942,RockEmSockEmGuy,"Tigard, OR",0,nan
293097,WillTriForBeer,Colorado,0,nan
1499467,craneg,Sissinghurst,0,nan
2668967,Guitarzan3250,Nola,0,nan
1792991,pm-y,Toronto,0,nan
716647,emjay517,Philadelphia,0,nan
336553,HalfFull,VA,0,nan
782314,Btate1018,"Chattanooga, TN",0,nan
1242975,Lars_s,HELMOND,0,nan
2825426,MrBurton,@home,0,nan
85870,kbodziak,"Princeton Jct, NJ",0,nan
1527365,ColdBrewPost,Worldwide,0,nan
2234951,Markvincent,Croydon,0,nan
3170598,DerbyDay,Naperville,0,nan
523902,james44,"Saraosta, FL",0,nan
32420,UncoolJoe,"Plymouth, MI",0,nan
834096,Audiras,Beerland ,0,nan
1867249,Cabz19,The Sparky Inn,0,nan
25338,ralphsensei,Amsterdam,0,nan
2335192,Shenton,Preston,0,nan
560920,Jager_Vaughn,Portland / Peoria,0,nan
267049,,19968,50,3.23
911476,TheWiredDJ,Ohio,0,nan
384043,BigTiny,"Loganville, GA",0,nan
21986,Beerophilia,Seattle,0,nan
45866,Willhare,"Charleston, SC",0,nan
131464,AMSchellenberg,Jacksonville,0,nan
6966,Seanmwhite,Boston,0,nan
48368,patrick_aaron,Maryland,0,nan
1013102,Senile,"Sydney, Australia",0,nan
2066971,mimo54,Nancy ( France ),0,nan
1025577,baltus27,"Somers Point, NJ",0,nan
3096741,StephenN483,CT,0,nan
1078597,Diaz5686,"King of Prussia, PA",0,nan
135104,magnusmckay,aberdeen,0,nan
253924,NeilKennedy,Texas,0,nan
1596260,IanWithall,Portsmouth,0,nan
467511,MissyDC,The Pajama Flat,0,nan
983786,BeerManPasc,"Wakefield, UK",0,nan
1031014,Meggera,New Jersey,0,nan
1532485,Km52002,"Columbus, OH",0,nan
1854975,jimquach,"San Diego, CA",0,nan
131344,JohnTomaszewski,Chicagoland,0,nan
1354719,IV_A,"Helsinki, Finland",0,nan
940144,amrammel,"Bellefontaine, Ohio",0,nan
117774,LeeLeeBrew,"Amelia, VA",0,nan
15149,Mkeiser,Cedar Park,0,nan
1184095,emtsei,dixu,0,nan
1976458,olewolf,Aalborg,0,nan
95679,jrallen34,Chicago,0,nan
1188964,Nyman70,Centrum,0,nan
364928,dethcoach,"Oakland, CA",0,nan
3117425,edumangas,Barcelona,0,nan
2174188,JoeLamarIV,SC,0,nan
1232661,rekel,villa rekel,0,nan
631931,danny138,"Stronghold by the Sea, Maine",0,nan
6279,SusieQWestlake,"DFW Metroplex, Texas",0,nan
597510,rkvant,Stavanger,0,nan
725296,GiperGasila,Moscow,0,nan
328528,NathanMizner,Boone N.C./Virginia Beach,0,nan
631936,Drezzok,Tijuana Street Meat Superheroes Headquarters,0,nan
926471,szw,Central Massachusetts,0,nan
1816974,UncleBonesy,Central NJ,0,nan
1653331,Voisko,"Moscow, Russia",0,nan
1617954,TheShopkeeper,Copenhagen,0,nan
2278628,Bjornschothuis,"Netherlands, overijssel",0,nan
192598,RobinBuzb,Nebraska,0,nan
208358,chubert,"Brooklyn, CT",0,nan
168028,boondoggle,Florida,0,nan
1382248,BoobsBeerBBQBrian,"Boonsboro, MD",0,nan
2768842,ErocksMcNelson,Earth,0,nan
1814553,brianritucci,The planet earth,0,nan
21402,kmjsmith,"Brunswick, MD",0,nan
867018,Jillers82,Quakertown,0,nan
1781505,ujmaurer,"San Diego, California",0,nan
1647322,robbykwok,British Columbia,0,nan
120700,craw4d,Chicago,0,nan
664755,Views_From_The_Bar,York,0,nan
2065950,nikovirta,"Espoo, FI",0,nan
2443034,dhekiya,Boston,0,nan
296954,rjstew,"Philadelphia, PA",0,nan
1492650,AntonKC,"El Paso, TX | London, UK",0,nan
923088,luukclassens,horst,0,nan
2682111,katsbeercollection,Brussels,0,nan
443491,Allanhardy,Glasgow,0,nan
195231,MullyM,"Radnor,PA",0,nan
2111044,junkwaffel,"Gouda, netherlands",0,nan
1143850,sethn4056,"Oxford, NC",0,nan
1833107,Glenn1989,Delden ,0,nan
2886587,MiroM,Croatia,0,nan
1424579,Roelson,Eindhoven ,0,nan
1924174,tstahlhut,Indianapolis,0,nan
3095802,VovS,Minsk,0,nan
1661396,lukerandles,Southport,0,nan
25243,dirtyblazer09,North Carolina,0,nan
1018156,Ottuh,Den Bosch ,0,nan
34171,vicbeeroclock,The Bush,0,nan
200383,delltron075,Sammamish,0,nan
182083,troutfox,Santa Rosa,0,nan
228401,Cmulcunry,"Portland, ME",0,nan
1511537,haden1128,The Pint,0,nan
1255779,qutary,osaka,0,nan
466331,tglebus,Minneapolis,0,nan
2277456,TonyP84,Royal Oak ,0,nan
1608507,justconcentrate,"Portsmouth, NH",0,nan
133761,PeregrineKiwi,Cincinnati,0,nan
13912,johnnyjay7,new jersey,0,nan
967051,donzauker,Monterchi (ar),0,nan
903019,TheHukiKabuki,Chicago,0,nan
136821,wlruns4fun,"Columbus, OH",0,nan
2174787,OGFGabv,WV Panhandle ,0,nan
2041858,brewjonezr,Michigan,0,nan
780725,Kbrown311,Chicago,0,nan
737621,GlennBuysBeer,South Jersey,0,nan
872017,wellabu,chicago,0,nan
91641,cdroby,"Austin, TX",0,nan
1595673,thaysen,London,0,nan
912576,BeerySanders,Temple University,0,nan
2301269,bibshall,Exeter,0,nan
2293303,GaryCTID,"Bury, Lancashire ",0,nan
863254,EvilClownIPA,The Steel City,0,nan
835611,Stine_M_B,Trondheim ,0,nan
847082,LukeTThompson,Atlanta,0,nan
6467,HopTolerance,New Jersey,0,nan
497756,ThePCombs,KCMO,0,nan
1856422,Robbie90,Luton,0,nan
520590,meganstarr,"Frankfurt, Germany * Richmond, Virginia",0,nan
1151359,dannytill,"Buffalo, NY",0,nan
125015,jaimej,NYC,0,nan
1270919,shawnsiegel1,New Jersey,0,nan
160854,,"Pompano Beach, Fl",50,3.2450000000000001
1075123,mozart,Rio de Janeiro,0,nan
2682256,BadNewsBrewing,"Washington, DC",0,nan
1545928,edpickett92,London,0,nan
8426,stinkinjohn,north granby CT,0,nan
1988440,43019,Swansea,0,nan
161559,beergaucho,Texas,0,nan
1897827,ianadie,"Glasgow, United Kingdom",0,nan
958338,GoodTimes43,"Washington, DC",0,nan
201379,Jowatana,"Laramie, Wyoming",0,nan
2206900,biginkc,"Olathe, KS",0,nan
1437640,Cataconic,"Valatie, NY",0,nan
1993464,Peder81,KC,0,nan
486864,lenir,Curitiba,0,nan
154790,Telios,Orlando,0,nan
586309,K-dubs,"Houston, TX",0,nan
1300391,Whippersnapper,Aberdeen,0,nan
1342675,Chasmataz,Chuck And Faith's,0,nan
466178,Trooperp,The Perkiomen Valley,0,nan
192829,dlaughland,Wisconsin,0,nan
2603010,Marcel6,Marcel de Bruin's place,0,nan
1437039,Roper9,Nottingham ,0,nan
2536112,PaperTRW,"Rochester Hills, MI",0,nan
172636,MKahler,Kansas City,0,nan
103786,SauceBauce1,"Malvern, PA",0,nan
103783,saragirlscantell,philadelphia,0,nan
43187,robertbfl,Florida,0,nan
723411,,Malmö,49,3.3979591836734695
1965430,,"Syosset, NY",50,3.9950000000000001
103486,garyjoe,"Fort Worth, TX",0,nan
886837,carameljawn,Lansing,0,nan
9119,jb002,"Toledo, Ohio",0,nan
150848,DelawareHopScene_LindseyandEric,"Wilmington, Delaware",0,nan
6118,,Cincinnati,48,3.4114583333333335
1596308,dennisreimann,"Bremen, Germany",0,nan
2318861,u05sdb,Edinburgh,0,nan
2694555,albart80,Reusel,0,nan
2573906,,Vitoria,50,3.7400000000000002
1367889,RonsBrain,Earth,0,nan
1547846,wwwmauricio,Porto Alegre - RS - Brasil,0,nan
90,jkuramot,"Portland, OR",0,nan
2031910,lasjoef,'s-Heer Hendrikskinderen,0,nan
2096390,Mignobeers,Norway,0,nan
470668,Porkins4Life,California,0,nan
56503,parntamarld,"Leeds, WY, UK.",0,nan
756972,Herlingen,Oslo,0,nan
