"X","ColID","Beer","Origin","Style","ABV","Ratings","rating","reviews","state","region"
726,"724","Good People Snake Handler Double IPA","AL, USA","Imperial IPA","9.30%","3.680 (7)",3.68,7,"AL","alabama"
727,"725","Highland Tasgall Ale","NC, USA","Scottish Ale","8%","3.680 (7)",3.68,7,"NC","north carolina"
729,"726","New Glarus Unplugged Cherry Stout","WI, USA","Fruit Stout","6.50%","3.750 (19)",3.75,19,"WI","wisconsin"
730,"727","Port Brewing High Tide Fresh Hop IPA","CA, USA","IPA","6.50%","3.750 (19)",3.75,19,"CA","california"
731,"728","Samuel Adams New World Tripel (Barrel Room Collection)","MA, USA","Abbey Tripel","10%","3.750 (13)",3.75,13,"MA","massachusetts"
733,"730","Widmer Brothers Reserve Barrel Aged Brrrbon","OR, USA","Strong Ale","9.40%","3.750 (11)",3.75,11,"OR","oregon"
734,"731","Live Oak Hefe Weizen","TX, USA","Hefeweizen","-","3.750 (10)",3.75,10,"TX","texas"
735,"732","Avery Eleven","CO, USA","Imperial IPA","9%","3.750 (9)",3.75,9,"CO","colorado"
737,"734","Hangtown Vanilla Stout","CA, USA","Stout","7.20%","3.750 (6)",3.75,6,"CA","california"
738,"735","Evil Twin Lil' B","Denmark","Imperial Porter","11.50%","3.750 (5)",3.75,5,"DE","delaware"
739,"736","Founders Frangelic Mountain Brown","MI, USA","Brown Ale","9.60%","3.750 (5)",3.75,5,"MI","michigan"
740,"737","Vikingernes Mjød","Denmark","Mead","19%","3.750 (5)",3.75,5,"DE","delaware"
741,"738","Epic Imperial Stout","UT, USA","Imperial Stout","9.10%","3.750 (5)",3.75,5,"UT","utah"
742,"739","Red Brick 20th Anniversary","GA, USA","Imperial Stout","10%","3.750 (3)",3.75,3,"GA","georgia"
743,"740","Evil Twin Imperial Doughnut Break","Denmark","Imperial Stout","11.50%","3.750 (3)",3.75,3,"DE","delaware"
744,"741","Livery Wheat Trippelbock","MI, USA","Weizenbock","13%","3.750 (3)",3.75,3,"MI","michigan"
745,"742","Russian River Deviation (Bottleworks IX)","CA, USA","Belgian Ale","6.83%","3.750 (3)",3.75,3,"CA","california"
746,"743","Moylan's Hopsickle Imperial Ale - Triple Hoppy","CA, USA","Imperial IPA","9.20%","3.749 (33)",3.749,33,"CA","california"
747,"744","Sierra Nevada Southern Hemisphere Harvest Ale","CA, USA","IPA","6.50%","3.749 (32)",3.749,32,"CA","california"
749,"746","Stone 13th Anniversary Ale","CA, USA","Strong Ale","9.50%","3.748 (22)",3.748,22,"CA","california"
750,"747","Stone 03.03.03 Vertical Epic Ale","CA, USA","Belgian Strong Ale","9%","3.748 (20)",3.748,20,"CA","california"
751,"748","Founders Dirty Bastard Scotch Ale","MI, USA","Scottish Ale","8.50%","3.747 (58)",3.747,58,"MI","michigan"
752,"749","Tree Hophead India Pale Ale","Canada","IPA","5.60%","3.747 (14)",3.747,14,"CA","california"
755,"751","Clown Shoes Space Cake Double IPA","MA, USA","Imperial IPA","9%","3.675 (5)",3.675,5,"MA","massachusetts"
756,"752","Lagunitas Cappuccino Stout","CA, USA","Coffee Stout","9.26%","3.674 (44)",3.674,44,"CA","california"
757,"753","Bells Best Brown Ale","MI, USA","Brown Ale","6.60%","3.674 (41)",3.674,41,"MI","michigan"
758,"754","Avery Seventeen","CO, USA","Schwarzbier","8.69%","3.674 (16)",3.674,16,"CO","colorado"
759,"755","Anchor Liberty Ale","CA, USA","American Pale Ale","5.90%","3.673 (121)",3.673,121,"CA","california"
760,"756","Great Lakes Nosferatu","OH, USA","Strong Ale","8%","3.673 (35)",3.673,35,"OH","ohio"
761,"757","Avery Collaboration not Litigation Ale","CO, USA","Belgian Strong Ale","8.99%","3.673 (27)",3.673,27,"CO","colorado"
762,"758","Snake River Zonker Stout","WY, USA","Stout","5.80%","3.673 (23)",3.673,23,"WY","wyoming"
763,"759","Hoppin' Frog Hoppin to Heaven IPA","OH, USA","IPA","6.80%","3.673 (12)",3.673,12,"OH","ohio"
764,"760","Left Hand Oak Aged Imperial Stout","CO, USA","Imperial Stout","10.40%","3.673 (8)",3.673,8,"CO","colorado"
765,"761","Flying Dog Wild Dog Dog Schwarz","MD, USA","Schwarzbier","7.80%","3.673 (8)",3.673,8,"MD","maryland"
766,"762","Clown Shoes Eagle Claw Fist Imperial Amber Ale","MA, USA","Strong Ale","8%","3.673 (8)",3.673,8,"MA","massachusetts"
767,"763","Southern Tier IPA","NY, USA","IPA","6.50%","3.671 (42)",3.671,42,"NY","new york"
768,"764","Ass Kisser Porter Pounder","CA, USA","Smoked Ale","8.03%","3.671 (11)",3.671,11,"CA","california"
769,"765","Smuttynose Really Old Brown Dog Old Ale","NH, USA","Old Ale","11.10%","3.671 (11)",3.671,11,"NH","new hampshire"
770,"766","Stillwater Artisanal Existent","MD, USA","Belgian Ale","7.40%","3.671 (4)",3.671,4,"MD","maryland"
771,"767","Russian River Beatification","CA, USA","Wild Ale","5.50%","3.671 (4)",3.671,4,"CA","california"
772,"768","Cascade Apricot Ale","OR, USA","Fruit Lambic","9%","3.671 (4)",3.671,4,"OR","oregon"
773,"769","Kern River Citra DIPA","CA, USA","Imperial IPA","8%","3.671 (4)",3.671,4,"CA","california"
774,"770","He'Brew Vertical Jewbelation","CA, USA","Strong Ale","10.50%","3.671 (4)",3.671,4,"CA","california"
775,"771","The Brew Kettle Tunguska Imperial Stout","OH, USA","Imperial Stout","10.80%","3.671 (4)",3.671,4,"OH","ohio"
776,"772","Ithaca IPAbbey","NY, USA","Abbey Tripel","9%","3.671 (4)",3.671,4,"NY","new york"
777,"773","Oggi's Ding Ding Double IPA","CA, USA","Imperial IPA","10.50%","3.671 (4)",3.671,4,"CA","california"
778,"774","Left Hand Chainsaw Ale (Double Sawtooth)","CO, USA","Strong Ale","9%","3.670 (17)",3.67,17,"CO","colorado"
779,"775","Ommegang Aphrodite","NY, USA","Fruit Beer","8.90%","3.670 (7)",3.67,7,"NY","new york"
781,"776","Stoudts Abbey Triple","PA, USA","Abbey Tripel","9%","3.669 (32)",3.669,32,"PA","pennsylvania"
782,"777","Bells Hell Hath No Fury","MI, USA","Belgian Strong Ale","7.70%","3.669 (29)",3.669,29,"MI","michigan"
783,"778","Three Floyds Black Sun Stout","IN, USA","Dry Stout","6.50%","3.669 (26)",3.669,26,"IN","indiana"
784,"779","Stone Belgo Anise Imperial Russian Stout","CA, USA","Imperial Stout","10.50%","3.669 (13)",3.669,13,"CA","california"
785,"780","Smuttynose Maibock","NH, USA","Bock","7.70%","3.669 (13)",3.669,13,"NH","new hampshire"
786,"781","Troutbrook Thomas Hooker Octoberfest Lager","CT, USA","Marzen / Oktoberfest","6.10%","3.669 (10)",3.669,10,"CT","connecticut"
787,"782","New Glarus Unplugged Eisbock","WI, USA","Eisbock","9.50%","3.669 (10)",3.669,10,"WI","wisconsin"
788,"783","Schlafly Winter ESB","MO, USA","Extra Special Bitter","6.20%","3.668 (19)",3.668,19,"MO","missouri"
789,"784","Troegs Troegenator Doublebock","PA, USA","Doppelbock","8.20%","3.667 (35)",3.667,35,"PA","pennsylvania"
790,"785","New Belgium Mighty Arrow","CO, USA","American Pale Ale","6.10%","3.667 (27)",3.667,27,"CO","colorado"
791,"786","Rogue Brewer","OR, USA","Strong Ale","7.50%","3.667 (12)",3.667,12,"OR","oregon"
792,"787","Clown Shoes Hoppy Feet 1.5 Double Black India Pale Ale","MA, USA","American Black Ale","10%","3.667 (10)",3.667,10,"MA","massachusetts"
793,"788","Samuel Adams Long Shot Blackened Hops","MA, USA","American Black Ale","7%","3.667 (9)",3.667,9,"MA","massachusetts"
794,"789","Ale Asylum Madtown Nutbrown","WI, USA","Brown Ale","5.50%","3.667 (9)",3.667,9,"WI","wisconsin"
795,"790","Ommegang Art of Darkness","NY, USA","Belgian Strong Ale","8.90%","3.667 (6)",3.667,6,"NY","new york"
796,"791","The Bruery White Oak","CA, USA","American Barleywine","11.50%","3.667 (6)",3.667,6,"CA","california"
797,"792","Ommegang Rouge Grand Cru","NY, USA","Flanders Red","5.50%","3.667 (6)",3.667,6,"NY","new york"
798,"793","The Bruery 5 Golden Rings","CA, USA","Belgian Strong Ale","11.50%","3.667 (6)",3.667,6,"CA","california"
799,"794","Anchor Big Leaf Maple Autumn Red","CA, USA","Amber Ale","6%","3.667 (6)",3.667,6,"CA","california"
800,"795","Lost Abbey 2008 Sinners","CA, USA","Belgian Strong Ale","-","3.667 (3)",3.667,3,"CA","california"
801,"796","Ramstein Eisbock","NJ, USA","Eisbock","11.50%","3.667 (3)",3.667,3,"NJ","new jersey"
802,"797","Goose Island King Henry","IL, USA","English Barleywine","13.40%","3.667 (3)",3.667,3,"IL","illinois"
803,"798","Bells Sparkling Ale","MI, USA","Abbey Tripel","8.20%","3.666 (26)",3.666,26,"MI","michigan"
804,"799","Speakeasy Prohibition Ale","CA, USA","Amber Ale","6.10%","3.665 (34)",3.665,34,"CA","california"
805,"800","Lagunitas Freak Out","CA, USA","IPA","7.30%","3.665 (17)",3.665,17,"CA","california"
807,"801","Thirsty Dog Hoppus Maximus","OH, USA","Amber Ale","5%","3.665 (17)",3.665,17,"OH","ohio"
808,"802","Southern Star Pine Belt Pale","TX, USA","American Pale Ale","6.30%","3.664 (8)",3.664,8,"TX","texas"
809,"803","Rogue Dead Guy Ale","OR, USA","Bock","6.60%","3.663 (153)",3.663,153,"OR","oregon"
810,"804","Captain Lawrence Xtra Gold Tripel","NY, USA","Abbey Tripel","9%","3.662 (10)",3.662,10,"NY","new york"
811,"805","He'Brew Jewbelation Twelve","CA, USA","Strong Ale","12%","3.662 (10)",3.662,10,"CA","california"
812,"806","BrewDog / Cambridge / Stone Juxtaposition Black Pilsner","CA, USA","Imperial Pilsener","10%","3.662 (5)",3.662,5,"CA","california"
813,"807","Lagunitas Decimator","CA, USA","Strong Ale","7.80%","3.662 (5)",3.662,5,"CA","california"
814,"808","Anchorage Love Buzz Saison","AK, USA","Saison","8%","3.662 (5)",3.662,5,"AK","alaska"
815,"809","He'Brew Jewbelation Fourteen","CA, USA","Strong Ale","14%","3.662 (5)",3.662,5,"CA","california"
816,"810","Wynkoop Sagebrush Stout","CO, USA","Stout","-","3.662 (5)",3.662,5,"CO","colorado"
817,"811","Ommegang Fleur de Houblon","NY, USA","Belgian Ale","6.80%","3.662 (5)",3.662,5,"NY","new york"
818,"812","Fort Collins Double Chocolate Stout","CO, USA","Imperial Stout","8.10%","3.660 (12)",3.66,12,"CO","colorado"
819,"813","Scuttlebutt Porter","WA, USA","Porter","5.50%","3.660 (7)",3.66,7,"WA","washington"
820,"814","Nimbus Palo Verde Pale Ale","AZ, USA","American Pale Ale","5.50%","3.660 (7)",3.66,7,"AZ","arizona"
821,"815","5 Seasons North Plan B IPA","GA, USA","IPA","7.30%","3.660 (2)",3.66,2,"GA","georgia"
822,"816","Green Man The Demon Dweller","NC, USA","Imperial Stout","10%","3.660 (2)",3.66,2,"NC","north carolina"
823,"817","Westbrook Second Anniversary Capn Skoons Ballistic Stout","SC, USA","Baltic Porter","10%","3.660 (2)",3.66,2,"SC","south carolina"
824,"818","Deschutes Hop In The Dark Cascadian Dark Ale","OR, USA","American Black Ale","6.50%","3.659 (14)",3.659,14,"OR","oregon"
825,"819","North Coast Brother Thelonious","CA, USA","Belgian Strong Ale","9.40%","3.658 (53)",3.658,53,"CA","california"
826,"820","Anderson Valley 20th Anniversary Imperial IPA","CA, USA","Imperial IPA","8.70%","3.658 (16)",3.658,16,"CA","california"
827,"821","Sprecher Russian Imperial Stout","WI, USA","Imperial Stout","8.50%","3.658 (16)",3.658,16,"WI","wisconsin"
828,"822","Stoudts India Pale Ale","PA, USA","IPA","7.50%","3.658 (9)",3.658,9,"PA","pennsylvania"
829,"823","Red Brick Winter Brew 2004","GA, USA","Imperial Porter","7.50%","3.658 (9)",3.658,9,"GA","georgia"
830,"824","AleSmith Evil Dead Red Ale","CA, USA","English Strong Ale","6.66%","3.658 (9)",3.658,9,"CA","california"
831,"825","Foothills People's Porter","NC, USA","Porter","5.80%","3.657 (4)",3.657,4,"NC","north carolina"
833,"826","Lost Abbey Framboise de Amorosa","CA, USA","Fruit Lambic","7%","3.657 (4)",3.657,4,"CA","california"
834,"827","Odell Woodcut Oak Aged Double Marzen-Style Lager No. 04","CO, USA","Marzen / Oktoberfest","11%","3.657 (4)",3.657,4,"CO","colorado"
835,"828","Vintage Alpentraum","WI, USA","Weizenbock","7.30%","3.657 (4)",3.657,4,"WI","wisconsin"
836,"829","Midnight Sun M","AK, USA","American Barleywine","11.60%","3.657 (4)",3.657,4,"AK","alaska"
837,"830","Pizza Port Broken Keg Ice Bock","CA, USA","Eisbock","15%","3.657 (4)",3.657,4,"CA","california"
838,"831","New Glarus Thumbprint Series IIPA","WI, USA","Imperial IPA","9%","3.657 (4)",3.657,4,"WI","wisconsin"
839,"832","Victory V-10","PA, USA","Belgian Strong Ale","10%","3.657 (4)",3.657,4,"PA","pennsylvania"
840,"833","Flying Fish Big Fish","NJ, USA","American Barleywine","10%","3.657 (4)",3.657,4,"NJ","new jersey"
841,"834","Prairie Artisan Ales Bible Belt","OK, USA","Imperial Stout","13%","3.657 (4)",3.657,4,"OK","oklahoma"
842,"835","Prairie Artisan Ales Standard","OK, USA","Saison","5.20%","3.657 (4)",3.657,4,"OK","oklahoma"
843,"836","Terrapin Midnight Monk","GA, USA","Belgian Strong Ale","9.80%","3.657 (4)",3.657,4,"GA","georgia"
844,"837","Southern Tier 2xIPA","NY, USA","Imperial IPA","8.20%","3.656 (24)",3.656,24,"NY","new york"
845,"838","Sierra Nevada Ovila Abbey Dubbel","CA, USA","Abbey Dubbel","7.50%","3.656 (13)",3.656,13,"CA","california"
846,"839","Southern Tier Heavy Weizen","NY, USA","Hefeweizen","8%","3.655 (8)",3.655,8,"NY","new york"
847,"840","Dogfish Head Positive Contact","DE, USA","Fruit Beer","9%","3.655 (8)",3.655,8,"DE","delaware"
848,"841","Samuel Adams Black Lager","MA, USA","Schwarzbier","6%","3.654 (106)",3.654,106,"MA","massachusetts"
849,"842","Sierra Nevada Stout","CA, USA","Stout","5.80%","3.654 (69)",3.654,69,"CA","california"
850,"843","New Belgium Lips of Faith Clutch","CO, USA","Wild Ale","9%","3.654 (10)",3.654,10,"CO","colorado"
851,"844","AleSmith Weizenbock","CA, USA","Weizenbock","8.60%","3.654 (9)",3.654,9,"CA","california"
852,"845","Sierra Nevada Anniversary Ale","CA, USA","IPA","5.90%","3.653 (47)",3.653,47,"CA","california"
853,"846","Sweetwater Festive Ale","GA, USA","Spiced Beer","7.70%","3.653 (34)",3.653,34,"GA","georgia"
854,"847","Laughing Dog The Dogfather Imperial Stout","ID, USA","Imperial Stout","10.85%","3.653 (12)",3.653,12,"ID","idaho"
855,"848","Dogfish Head Namaste","DE, USA","Witbier","5%","3.653 (12)",3.653,12,"DE","delaware"
856,"849","He'Brew Jewbelation Sweet 16","CA, USA","Strong Ale","16%","3.653 (12)",3.653,12,"CA","california"
857,"850","Brooklyn Brown Ale","NY, USA","Brown Ale","5.50%","3.652 (73)",3.652,73,"NY","new york"
859,"851","Great Lakes Dortmunder Gold","OH, USA","Helles / Dortmunder","5.80%","3.652 (47)",3.652,47,"OH","ohio"
860,"852","Stone 05.05.05 Vertical Epic Ale","CA, USA","Belgian Strong Ale","8.50%","3.652 (24)",3.652,24,"CA","california"
861,"853","Boulevard Single-Wide I.P.A.","MO, USA","IPA","5.70%","3.652 (24)",3.652,24,"MO","missouri"
862,"854","Leinenkugel Big Eddy Russian Imperial Stout","WI, USA","Imperial Stout","9.50%","3.652 (22)",3.652,22,"WI","wisconsin"
863,"855","Moylan's Old Blarney Barleywine Style Ale","CA, USA","American Barleywine","10%","3.652 (19)",3.652,19,"CA","california"
864,"856","Left Hand Imperial Stout","CO, USA","Imperial Stout","10%","3.650 (43)",3.65,43,"CO","colorado"
865,"857","Bear Republic XP Pale Ale","CA, USA","American Pale Ale","5.40%","3.650 (33)",3.65,33,"CA","california"
866,"858","Southern Tier Iniquity","NY, USA","American Black Ale","9%","3.650 (23)",3.65,23,"NY","new york"
867,"859","Surly Bender","MN, USA","Brown Ale","5.50%","3.650 (22)",3.65,22,"MN","minnesota"
868,"860","Anchor Our Special Ale 2003","CA, USA","Spiced Beer","5.50%","3.650 (21)",3.65,21,"CA","california"
869,"861","Great Divide Rumble","CO, USA","IPA","7.10%","3.650 (18)",3.65,18,"CO","colorado"
870,"862","Tyranena The Devil Made Me Do It Imperial Oatmeal Porter","WI, USA","Imperial Porter","7.50%","3.650 (15)",3.65,15,"WI","wisconsin"
871,"863","Dogfish Head 75 Minute IPA","DE, USA","Imperial IPA","7.50%","3.650 (14)",3.65,14,"DE","delaware"
872,"864","Samuel Adams Stony Brook Red (Barrel Room Collection)","MA, USA","Wild Ale","7%","3.650 (11)",3.65,11,"MA","massachusetts"
873,"865","Boulder Obovoid Empirical Russian Stout","CO, USA","Imperial Stout","7.50%","3.650 (11)",3.65,11,"CO","colorado"
874,"866","21st Amendment Monks Blood","CA, USA","Abbey Quadrupel","8.30%","3.650 (9)",3.65,9,"CA","california"
875,"867","COOP Native Amber","OK, USA","Amber Ale","6.30%","3.650 (9)",3.65,9,"OK","oklahoma"
876,"868","Pizza Port Swami Jo-Mami IPA","CA, USA","IPA","-","3.650 (7)",3.65,7,"CA","california"
877,"869","Stone 4th Anniversary IPA","CA, USA","IPA","6.90%","3.650 (7)",3.65,7,"CA","california"
878,"870","Nebraska Black Betty Russian Imperial Stout","NE, USA","Imperial Stout","9.30%","3.650 (5)",3.65,5,"NE","nebraska"
879,"871","Karl Strauss 22nd Anniversary Vanilla Imperial Stout","CA, USA","Imperial Stout","9%","3.650 (5)",3.65,5,"CA","california"
880,"872","Avery Dépuceleuse","CO, USA","Wild Ale","9.73%","3.650 (5)",3.65,5,"CO","colorado"
881,"873","Great Lakes Alchemy Hour Double IPA","OH, USA","Imperial IPA","9.40%","3.650 (5)",3.65,5,"OH","ohio"
882,"874","Anchor Our Special Ale 2012","CA, USA","Spiced Beer","5.50%","3.650 (5)",3.65,5,"CA","california"
883,"875","Cigar City 110K+OT Batch #2 IRIS","FL, USA","Imperial Stout","11.40%","3.650 (3)",3.65,3,"FL","florida"
885,"876","Drake's Hopocalypse Black Label Triple IPA","CA, USA","Imperial IPA","12.50%","3.650 (3)",3.65,3,"CA","california"
886,"877","Frankenmuth Batch 69 American India Pale Ale","MI, USA","IPA","6.90%","3.650 (3)",3.65,3,"MI","michigan"
887,"878","McKenzie Vuuve XXxXX","PA, USA","Imperial IPA","10%","3.650 (3)",3.65,3,"PA","pennsylvania"
888,"879","Flying Fish Exit 13","NJ, USA","Foreign / Extra Stout","7.50%","3.650 (3)",3.65,3,"NJ","new jersey"
889,"880","Fat Heads Hop JuJu Imperial IPA","OH, USA","Imperial IPA","8.70%","3.650 (3)",3.65,3,"OH","ohio"
890,"881","New Glarus Thumbprint Series Wild Sour Ale","WI, USA","Flanders Oude Bruin","5%","3.650 (3)",3.65,3,"WI","wisconsin"
891,"882","Sierra Nevada Porter","CA, USA","Porter","5.60%","3.647 (98)",3.647,98,"CA","california"
892,"883","Uinta Hop Notch IPA","UT, USA","IPA","7.30%","3.647 (16)",3.647,16,"UT","utah"
893,"884","Dogfish Head My Antonia","DE, USA","Imperial Pilsener","7.50%","3.647 (15)",3.647,15,"DE","delaware"
894,"885","Lost Abbey Carnevale Ale","CA, USA","Saison","6.50%","3.647 (14)",3.647,14,"CA","california"
895,"886","Midnight Sun CoHoHo Imperial IPA","AK, USA","Imperial IPA","8%","3.647 (14)",3.647,14,"AK","alaska"
896,"887","Sierra Nevada Kellerweis Hefeweizen","CA, USA","Hefeweizen","4.80%","3.646 (37)",3.646,37,"CA","california"
897,"888","Clown Shoes Muffin Top","MA, USA","Belgian Strong Ale","10%","3.646 (10)",3.646,10,"MA","massachusetts"
898,"889","Sierra Nevada Pale Ale","CA, USA","American Pale Ale","5.60%","3.645 (188)",3.645,188,"CA","california"
899,"890","Allagash Dubbel Reserve","ME, USA","Abbey Dubbel","7%","3.645 (37)",3.645,37,"ME","maine"
900,"891","Victory V-12","PA, USA","Belgian Strong Ale","12%","3.645 (31)",3.645,31,"PA","pennsylvania"
901,"892","Firestone Walker's Reserve","CA, USA","Porter","5.80%","3.645 (19)",3.645,19,"CA","california"
902,"893","Troutbrook Thomas Hooker Hop Meadow IPA","CT, USA","IPA","6.40%","3.645 (17)",3.645,17,"CT","connecticut"
903,"894","Weyerbacher Slam Dunkel","PA, USA","Dunkel Weizen","7%","3.645 (8)",3.645,8,"PA","pennsylvania"
904,"895","Cisco Baileys Ale","MA, USA","Blonde Ale","7.50%","3.645 (8)",3.645,8,"MA","massachusetts"
905,"896","Weyerbacher Quad","PA, USA","Abbey Quadrupel","12.20%","3.644 (31)",3.644,31,"PA","pennsylvania"
906,"897","Stone 04.04.04 Vertical Epic Ale","CA, USA","Belgian Strong Ale","8.50%","3.644 (29)",3.644,29,"CA","california"
907,"898","Abita Abbey Ale","LA, USA","Abbey Dubbel","8%","3.644 (22)",3.644,22,"LA","louisiana"
908,"899","Brewers Art Green Peppercorn Tripel","MD, USA","Spiced Beer","9.20%","3.644 (6)",3.644,6,"MD","maryland"
909,"900","Three Floyds Arctic Panzer Wolf","IN, USA","Imperial IPA","9%","3.644 (6)",3.644,6,"IN","indiana"
911,"901","Pizza Port Red Square Imperial Stout","CA, USA","Imperial Stout","10.20%","3.644 (6)",3.644,6,"CA","california"
912,"902","Ale Asylum Satisfaction Jacksin","WI, USA","Imperial IPA","8.25%","3.644 (6)",3.644,6,"WI","wisconsin"
913,"903","Newport Storm 05","RI, USA","Strong Ale","11.70%","3.644 (6)",3.644,6,"RI","rhode island"
914,"904","Sierra Nevada / Cigar City Yonder Bock","CA, USA","Bock","7.70%","3.644 (6)",3.644,6,"CA","california"
915,"905","Arcadia Hopmouth Double IPA","MI, USA","Imperial IPA","8.10%","3.643 (18)",3.643,18,"MI","michigan"
916,"906","Crooked River Settlers Ale ESB","OH, USA","Extra Special Bitter","5.80%","3.643 (11)",3.643,11,"OH","ohio"
917,"907","Widmer Brothers Rotator IPA: X-114","OR, USA","IPA","6.20%","3.643 (11)",3.643,11,"OR","oregon"
918,"908","Port Brewing Barrel Aged Santas Little Helper","CA, USA","Imperial Stout","10%","3.643 (4)",3.643,4,"CA","california"
919,"909","Sierra Nevada Imperial Smoked Porter","CA, USA","Imperial Porter","7.80%","3.643 (4)",3.643,4,"CA","california"
920,"910","Weyerbacher Unfiltered Double Simcoe IPA","PA, USA","Imperial IPA","9%","3.643 (4)",3.643,4,"PA","pennsylvania"
921,"911","Goose Island Juliet","IL, USA","Wild Ale","6.70%","3.643 (4)",3.643,4,"IL","illinois"
922,"912","Heavy Seas Below Decks Cabernet Barrel Aged","MD, USA","English Barleywine","10%","3.643 (4)",3.643,4,"MD","maryland"
923,"913","Big River Thick Brick Red Ale","TN, USA","Amber Ale","5%","3.643 (4)",3.643,4,"TN","tennessee"
924,"914","Stewarts Bourbon Barleywine","DE, USA","English Barleywine","11.50%","3.643 (4)",3.643,4,"DE","delaware"
925,"915","Green Flash Hop Odyssey Black IPA","CA, USA","American Black Ale","7.20%","3.643 (4)",3.643,4,"CA","california"
926,"916","Maine Mean Old Tom","ME, USA","Stout","6.50%","3.643 (4)",3.643,4,"ME","maine"
927,"917","Boulevard Imperial Stout X  Coffee","MO, USA","Coffee Stout","11%","3.643 (4)",3.643,4,"MO","missouri"
928,"918","New Glarus Unplugged Berliner Weiss","WI, USA","Berliner Weisse","-","3.642 (16)",3.642,16,"WI","wisconsin"
929,"919","Marin Point Reyes Porter","CA, USA","Porter","6%","3.642 (9)",3.642,9,"CA","california"
930,"920","Stegmaier Porter","PA, USA","Porter","-","3.642 (9)",3.642,9,"PA","pennsylvania"
931,"921","Tyranena Stickin It To the Man IPA","WI, USA","IPA","6.50%","3.642 (9)",3.642,9,"WI","wisconsin"
932,"922","Two Brothers Cane and Ebel","IL, USA","Rye Beer","7%","3.641 (14)",3.641,14,"IL","illinois"
933,"923","New Glarus Hop Hearty Ale","WI, USA","IPA","6.10%","3.640 (32)",3.64,32,"WI","wisconsin"
934,"924","Victory Yakima Glory","PA, USA","American Black Ale","8.70%","3.640 (18)",3.64,18,"PA","pennsylvania"
935,"925","Southampton Biere De Mars","NY, USA","Biere de Garde","6.20%","3.640 (12)",3.64,12,"NY","new york"
937,"926","Bottleworks Imagination Series 6th Anniversary Ale","WA, USA","Abbey Quadrupel","11.50%","3.640 (7)",3.64,7,"WA","washington"
938,"927","The Alchemist / Ninkasi / Stone More Brown than Black IPA","CA, USA","American Black Ale","7.40%","3.640 (7)",3.64,7,"CA","california"
939,"928","New Glarus Unplugged Abt","WI, USA","Abbey Quadrupel","9.60%","3.640 (7)",3.64,7,"WI","wisconsin"
940,"929","McKenzie 5 Czars Imperial Stout","PA, USA","Imperial Stout","9.30%","3.640 (7)",3.64,7,"PA","pennsylvania"
941,"930","Anchor Our Special Ale 2013","CA, USA","Spiced Beer","5.50%","3.640 (7)",3.64,7,"CA","california"
942,"931","Titletown Bourbon Legend Barleywine","WI, USA","American Barleywine","9%","3.640 (2)",3.64,2,"WI","wisconsin"
943,"932","Valley Brew Stockton Sour (Phils Wild Mild)","CA, USA","Wild Ale","4%","3.640 (2)",3.64,2,"CA","california"
944,"933","Dark Horse Bourbon Barrel Plead the 5th Imperial Stout","MI, USA","Imperial Stout","10%","3.640 (2)",3.64,2,"MI","michigan"
945,"934","Clown Shoes Very Angry Beast","MA, USA","Imperial Stout","11.50%","3.640 (2)",3.64,2,"MA","massachusetts"
946,"935","Goose Island IPA","IL, USA","IPA","5.90%","3.639 (69)",3.639,69,"IL","illinois"
947,"936","Anchor Our Special Ale 2002","CA, USA","Spiced Beer","5.50%","3.638 (27)",3.638,27,"CA","california"
948,"937","Bar Harbor Cadillac Mountain Stout","ME, USA","Dry Stout","5%","3.638 (10)",3.638,10,"ME","maine"
949,"938","Allagash Musette","ME, USA","Scottish Ale","10%","3.637 (16)",3.637,16,"ME","maine"
950,"939","JailHouse Breakout Stout","GA, USA","Stout","7.80%","3.637 (5)",3.637,5,"GA","georgia"
951,"940","Hawks DMs Imperial Stout","OR, USA","Imperial Stout","9.90%","3.637 (5)",3.637,5,"OR","oregon"
952,"941","Deschutes Bond Street Hop Henge","OR, USA","IPA","7.50%","3.637 (5)",3.637,5,"OR","oregon"
953,"942","Green Man Porter","NC, USA","Porter","5.60%","3.637 (5)",3.637,5,"NC","north carolina"
954,"943","The Bruery Coton","CA, USA","Old Ale","14.50%","3.637 (5)",3.637,5,"CA","california"
955,"944","Stone Delicious IPA","CA, USA","Imperial IPA","8.30%","3.637 (5)",3.637,5,"CA","california"
956,"945","Stone Spröcketbier","CA, USA","Rye Beer","5.40%","3.637 (5)",3.637,5,"CA","california"
957,"946","Rogue Double Dead Guy Ale","OR, USA","Strong Ale","9.50%","3.636 (30)",3.636,30,"OR","oregon"
958,"947","Tabernash Rye Bock","CO, USA","Doppelbock","8.10%","3.636 (8)",3.636,8,"CO","colorado"
959,"948","Schlafly Special Release Pumpkin Ale","MO, USA","Spiced Beer","8%","3.636 (8)",3.636,8,"MO","missouri"
960,"949","Nebraska Chardonnay French Oak Melange A Trois","NE, USA","Belgian Strong Ale","10%","3.636 (8)",3.636,8,"NE","nebraska"
961,"950","Boulder Mojo Risin Double IPA","CO, USA","Imperial IPA","10%","3.635 (17)",3.635,17,"CO","colorado"
963,"951","Capital Autumnal Fire","WI, USA","Doppelbock","7.80%","3.634 (33)",3.634,33,"WI","wisconsin"
964,"952","Three Floyds Fantabulous Resplendence","IN, USA","Strong Ale","10.50%","3.633 (9)",3.633,9,"IN","indiana"
